bedroom,bathroom,floors,parking,location,dhur,Aana,Paisa,Daam,roadsize(feet),Road type,Years ago,Area(sq ft),Price
4,2,2,1,"Halgada, Birtamod Road, Itahari",0,0,6,,20,Soil Stabilized,1,513.36,13000000
0,0,3,3,"Mahadevtar, Tokha, Kathmandu",9,,,,13,Soil Stabilized,2,1640.25,60000000
4,2,5,0,"Kobahal, Patan, Lalitpur",0,2,1,3,5,Alley,1,834.23,14000000
0,0,N/A,0,"Hattiban, Hattiban, Lalitpur",0,6,1,0,10,Soil Stabilized,0.666666667,2139.06,26000000
7,4,2.5,4,"Nagarjung, Nagarjun, Kathmandu",0,3,2,2,10,Blacktopped,1,1240.65,22000000
6,6,3,1,"Na, Tokha, Kathmandu",3,,,,13,Paved,2,546.75,21000000
5,4,2.5,1,"Sital Height, Imadol, Lalitpur",0,3,0,0,12,Gravelled,1,1026.75,18500000
3,3,2,1,"The CG Villa, Sunakothi, Lalitpur",4,,,,18,Soil Stabilized,0.333333333,729,35000000
5,4,3,1,"n, Bhangal, Kathmandu",3,5,,,13,Blacktopped,1,2258,16500000
5,3,3,1,"Sano Bharyang, Sano Bharyang, Kathmandu",6,,,,13,Gravelled,0.916666667,1093.5,50000000
0,0,N/A,0,"Hattiban, Hattiban, Lalitpur",0,6,1,0,0,Soil Stabilized,0.75,2139.06,26000000
2,1,1.35,1,"Boje Pokhari, Imadol, Lalitpur",0,3,2,0,10,Gravelled,2,1197.87,13000000
3,3,N/A,2,"Ganesh Basti, Budhanilkantha, Kathmandu",4,5,,,22,Gravelled,1,2440.25,26000000
6,2,3,1,"Dumakhal, Mulpani, Kathmandu",11,,,,20,Gravelled,2,2004.75,17500000
6,4,3,2,"Fulbari Marga, Nakhu, Bhaisepati, Lalitpur",4,,,,13,Blacktopped,1,729,25000000
3,3,3,0,"Kapan Gumba, Kapan, Kathmandu",3,,,,10,Gravelled,2,546.75,12500000
3,1,N/A,0,"Sountha urlabari road, Biratnagar, Morang",2,,,,0,Gravelled,1,364.5,7500000
8,3,N/A,2,"Near Panchakanya Chowk, Kapan, Kathmandu",0,4,3,0,14,Blacktopped,1,1625.68,28000000
4,4,N/A,1,"Bhaisepati, Bhaisepati, Lalitpur",0,3,3,3,15,Blacktopped,1,1347.6,24000000
4,4,3,1,"Bhangal house sale, Bhangal, Kathmandu",0,5,1,0,12,Gravelled,0.75,1796.81,33500000
0,0,N/A,1,"Paiyatar, Kapan, Kathmandu",0,4,2,0,13,Soil Stabilized,0.75,1540.12,21500000
6,6,3,3,"Na, Hattigauda, Kathmandu",8,5,,,13,Gravelled,2,3169.25,45000000
0,0,N/A,0,"Gokarna, Gokarneshwor, Kathmandu",0,3,0,0,0,Soil Stabilized,0.75,1026.75,8500000
0,0,N/A,0,"Biratnagar, Biratnagar, Morang",10,,,,0,Soil Stabilized,0.916666667,1822.5,6000000
3,4,3,1,"Sano Gaun, Lalitpur, Sano Gaun, Lalitpur",3,5,,,20,Gravelled,1,2258,22000000
0,0,N/A,0,"Jorpati, Jorpati, Kathmandu",0,4,2,0,0,Soil Stabilized,0.666666667,1540.12,35000000
0,0,N/A,0,"Dhumbarahi, Dhumbarahi, Kathmandu",0,3,1,0,13,Gravelled,1,1112.31,22500000
0,0,N/A,0,"Kalanki, Kalanki, Kathmandu",0,6,0,0,0,Soil Stabilized,0.916666667,2053.5,31500000
0,0,N/A,0,"Besigaun, Jorpati, Kathmandu",0,3,0,0,0,Soil Stabilized,0.916666667,1026.75,20000000
4,3,N/A,1,"Kapan, Kapan, Kathmandu",4,,,,10,Blacktopped,0.083333333,729,26500000
6,3,N/A,0,"Budhanilkantha, Budhanilkantha, Kathmandu",4,,,,14,Soil Stabilized,2,729,29000000
0,0,N/A,0,"Nayabazar, Naya Bazar, Kathmandu",0,6,3,2,25,Soil Stabilized,1,2352.96,55000000
0,0,N/A,0,"Duwakot, Duwakot, Bhaktapur",0,5,0,0,13,Soil Stabilized,0.666666667,1711.25,24000000
4,0,1,0,"Jorpati Nayabasti, Jorpati, Kathmandu",3,2,,,12,Soil Stabilized,2,1231.25,12000000
10,3,3,0,"Boudha, Boudha, Kathmandu",0,3,1,0,20,Soil Stabilized,2,1112.31,22000000
7,3,3,2,"Gurung Tole, Payautar Road, Kapan, Budhanilkantha, Kathmandu, Kapan, Kathmandu",0,5,0,1,13,Gravelled,0.666666667,1732.64,29500000
4,3,3,0,"Sita Home Colony, Sitapaila, Kathmandu",7,,,,20,Soil Stabilized,2,1275.75,29500000
0,0,N/A,0,"chyasingdol, Pasikot, Kathmandu",0,10,0,0,20,Soil Stabilized,2,3422.5,32000000
10,3,3,2,"Jyotinagar, Budhanilkantha, Kathmandu",0,4,1,0,13,Blacktopped,2,1454.56,27500000
0,0,3,0,"Dhapakhel, Dhapakhel, Lalitpur",0,4,2,0,10,Soil Stabilized,2,1540.12,21500000
6,3,3,2,"Gokarneshwor, Nayabasti, Boudha, Kathmandu",0,3,0,0,8,Blacktopped,1,1026.75,19000000
0,0,N/A,0,"Lubhu, Lubhu, Lalitpur",0,3,0,0,0,Soil Stabilized,0.666666667,1026.75,13700000
3,1,1,1,"Kadaghari.pepsicola, Kadaghari, Kathmandu",3,,,,13,Gravelled,2,546.75,12500000
2,1,N/A,0,"Tokha, Tokha, Kathmandu",4,,,,15,Soil Stabilized,2,729,13000000
3,4,3,1,"Nayabazar-16, Naya Bazar, Kathmandu",0,3,0,0,19.68504,Blacktopped,2,1026.75,31000000
3,4,3,1,"Near Grande International Hospital, Tokha, Kathmandu",0,3,1,0,13,Gravelled,0.166666667,1112.31,26000000
0,0,N/A,0,"Imadol, Imadol, Lalitpur",0,2,3,0,13,Soil Stabilized,0.666666667,941.18,15200000
0,0,2.5,0,"Tahachal, Kathmandu, Tahachal, Kathmandu",6,1,,,20,Paved,2,1435.75,40000000
6,6,3,3,"Namuna tole bhangal, Budhanilkantha, Kathmandu",15,2,,,20,Blacktopped,0.416666667,3418.25,65000000
4,5,3,1,"Nepal medicity hospital near, Nakkhu, Lalitpur",0,3,0,0,13,Soil Stabilized,2,1026.75,18000000
7,7,3,3,"Dhumbarahi, Dhumbarahi, Kathmandu",8,,,,13,Blacktopped,2,1458,62000000
4,3,N/A,0,"Nag Pokhari, Nag Pokhari, Kathmandu",3,,,,12,Soil Stabilized,2,546.75,16500000
0,0,N/A,0,"Thulobharyang near yatayat office, Thulo Bharyang, Kathmandu",0,2,3,3,12,Soil Stabilized,1,1005.35,15500000
4,4,N/A,3,"hattiban, Hattiban, Lalitpur",0,7,3,0,13,Gravelled,2,2652.43,38000000
0,0,3,2,"Nepal medicity hospital near, Nakkhu, Lalitpur",0,5,1,0,13,Soil Stabilized,2,1796.81,33000000
3,2,N/A,1,"Sagarmatha Tole, Kaji Pokhari, Pokhara",3,,,,20,Soil Stabilized,1,546.75,16500000
0,0,N/A,0,"sirutar, Sirutar, Bhaktapur",0,8,0,0,13,Soil Stabilized,1,2738,28500000
0,0,N/A,0,"Suchyatar, Kalanki, Kathmandu",0,3,2,0,0,Soil Stabilized,1,1197.87,8000000
3,4,N/A,0,"Wasik, Budhanilkantha, Kathmandu",9,,,,0,Soil Stabilized,0.166666667,1640.25,70000000
0,0,N/A,0,"Mandikatar, Mandikatar, Kathmandu",0,3,2,0,13,Soil Stabilized,0.75,1197.87,27000000
5,4,3,1,"Fulbari Marga, Bhaisepati, Lalitpur",0,4,3,1,13,Blacktopped,2,1647.07,28500000
0,0,3,0,"Chandragiri, Chandragiri, Kathmandu",0,3,2,1,15,Soil Stabilized,2,1219.26,21000000
5,3,2.5,1,"Bojepokhari, Panii Tyanki, Imadol, Lalitpur",0,4,0,0,10,Gravelled,2,1369,22000000
2,1,1,1,"Jhapa kankai -04, Surunga, Jhapa",1,,,,0,Gravelled,1,182.25,4200000
5,3,2.5,2,"Nagarjung, Nagarjun, Kathmandu",0,2,2,0,13,Concrete,1,855.62,18500000
3,3,2,0,"Bhudanilkantha, Chapali, Kathmandu",0,14,1,0,20,Blacktopped,0.333333333,4877.06,69000000
6,5,4,5,"Dhapakhel Height, Dhapakhel, Lalitpur",10,,,,0,Soil Stabilized,2,1822.5,50000000
4,3,2.5,0,"Mahalaxmi-05, Imadol, Lalitpur",0,3,0,0,13,Gravelled,1,1026.75,18500000
0,0,N/A,0,"Tokha, Tokha, Kathmandu",0,3,2,0,16,Soil Stabilized,0.75,1197.87,6000000
1,1,1,4,"Mahalaxmi, Imadol, Lalitpur",0,9,0,0,13,Soil Stabilized,0.166666667,3080.25,33500000
0,0,4,0,"Lokanthali, Lokanthali, Bhaktapur",5,,,,10,Soil Stabilized,2,911.25,25500000
5,5,N/A,2,"Nakhipot, Nakhipot, Lalitpur",8,,,,0,Gravelled,0.666666667,1458,65000000
5,3,2.5,1,"Bhandhari marga., Imadol, Lalitpur",0,3,1,0,20,Blacktopped,2,1112.31,19500000
0,0,N/A,0,"Dhungeadda, Kalanki, Kathmandu",0,4,1,2,0,Soil Stabilized,0.916666667,1497.34,29800000
6,4,4,2,"Chabahil, Charumati bihar, Chabahil, Kathmandu",2,5,,,20,Paved,2,2075.75,25000000
0,0,N/A,0,"Kageshwori, Kageshwari-Manohara, Kathmandu",0,4,2,0,25,Soil Stabilized,0.75,1540.12,27000000
6,4,3,1,"n, Budhanilkantha, Kathmandu",4,,,,15,Blacktopped,1,729,22000000
4,3,3,1,"Katunje Height, Suryabinayak, Bhaktapur, Bhaktapur",0,3,0,0,20,Blacktopped,0.166666667,1026.75,20000000
0,0,N/A,0,"Bhaisepati, Bhaisepati, Lalitpur",0,5,0,0,0,Soil Stabilized,0.916666667,1711.25,40000000
0,3,3,1,"House No 21 Satapatri Tole, Battisputali, Kathmandu",0,3,1,1,9,Paved,2,1133.7,18000000
6,5,3,2,"Golfutar Bhangal Sundarbasti, Sunderbasti, Kathmandu",4,5,,,12,Gravelled,1,2440.25,26500000
5,3,3,8,"Dhapasi, Dhapasi, Kathmandu",0,14,1,0,14,Blacktopped,1,4877.06,55000000
0,0,N/A,0,"Narephat 35, Koteshwor, Narephate, Kathmandu",0,3,2,1,0,Gravelled,1,1219.26,19000000
0,0,N/A,0,"Ram Mandir, Kapan, Kathmandu",0,3,2,0,13,Gravelled,2,1197.87,18500000
0,0,N/A,0,"Naikap, Naikap, Kathmandu",0,3,1,0,13,Soil Stabilized,0.666666667,1112.31,21000000
0,0,N/A,0,"Vadigoth, Kavresthali, Kathmandu",3,,,,10,Soil Stabilized,2,546.75,7000000
0,0,N/A,0,"Manamaiju, Manamaiju, Kathmandu",0,4,1,0,18,Soil Stabilized,1,1454.56,25500000
2,3,3,1,"RudreshworChowk, Budhanilkantha, Kathmandu",3,,,,12,Soil Stabilized,2,546.75,15000000
6,6,3,3,"NA, Golfutar, Kathmandu",10,,,,20,Soil Stabilized,2,1822.5,56000000
5,6,3,2,"Na, Basundhara, Kathmandu",7,,,,14,Blacktopped,2,1275.75,39900000
0,0,N/A,0,"Sudal-08, Sudal, Bhaktapur",0,4,0,0,10,Soil Stabilized,0.75,1369,11500000
4,4,3,3,"na, Budhanilkantha, Kathmandu",9,,,,20,Blacktopped,1,1640.25,55000000
0,0,N/A,0,"Purano Kalimati, Kalimati, Kathmandu",0,3,3,0,0,Soil Stabilized,2,1283.43,29500000
3,1,1,0,"Kadaghari, Kadaghari, Kathmandu",0,2,2,0,4,Soil Stabilized,2,855.62,7500000
5,5,3,2,"Na, Budhanilkantha, Kathmandu",5,,,,14,Gravelled,2,911.25,29000000
5,5,N/A,3,"NA, Dhapasi, Kathmandu",8,,,,20,Blacktopped,2,1458,65000000
0,4,4,0,"Suryakot, krishna gali, Koteshwor, Kathmandu",4,2,,,13,Paved,0.583333333,1413.5,25000000
0,0,N/A,0,"Panipokhari Heights, Lazimpat, Kathmandu",0,2,3,1,0,Soil Stabilized,0.166666667,962.57,55000000
0,0,N/A,0,"Basundhara, Basundhara, Kathmandu",0,3,2,0,13,Soil Stabilized,1,1197.87,27500000
6,5,3,1,"Surya Darshan Height, Tokha, Kathmandu",4,,,,13,Blacktopped,2,729,23000000
4,6,3,3,"NA, Budhanilkantha, Kathmandu",5,5,,,20,Gravelled,1,2622.5,32000000
5,3,2.5,2,"Tikathali, Buddha colony, Imadol, Lalitpur",0,3,2,0,13,Gravelled,2,1197.87,19500000
5,5,3,2,"Na, Hattigauda, Kathmandu",5,5,,,13,Gravelled,2,2622.5,35500000
0,3,N/A,3,"Lalitpur, Hattiban, Lalitpur",0,6,0,0,14,Blacktopped,0.166666667,2053.5,35500000
5,5,3,2,"Lalitpur hattiban, Hattiban, Lalitpur",0,7,3,1,24,Gravelled,0.166666667,2673.82,57500000
4,5,N/A,1,"Kantipur Colony, Nakhipot, Lalitpur",0,3,1,0,0,Soil Stabilized,2,1112.31,22200000
10,0,3,0,"Sukedhara, Sukedhara, Kathmandu",5,1,,,14,Blacktopped,2,1253.5,31800000
6,4,3,1,"Bhatkepati (Prithivi Chowk), Kirtipur, Kathmandu",0,4,2,3,12,Gravelled,2,1604.29,25000000
0,0,N/A,0,"Kapan, Kathmandu, Kapan, Kathmandu",0,2,2,0,10,Blacktopped,1,855.62,11500000
7,4,2,2,"Chandragiri, Chandragiri, Kathmandu",4,1,,,14,Blacktopped,0.833333333,1071.25,29500000
4,2,2,1,"khahare, pepsicola, kathmandu, Pepsicola, Kathmandu",0,2,2,0,13,Blacktopped,1,855.62,15000000
0,0,2,0,"Sano Bharayagn, Sano Bharyang, Kathmandu",0,4,0,0,12,Paved,1,1369,25000000
7,6,3,1,"Na, Kapan, Kathmandu",4,,,,13,Gravelled,1,729,23500000
10,3,3,2,"BANEPA, Banepa, Kavre",0,3,2,0,14,Soil Stabilized,0.75,1197.87,18000000
7,3,2.5,2,"Nearby Valley Top Driving Center, Sankhamul, Kathmandu",0,3,2,2,12,Paved,2,1240.65,35000000
0,0,N/A,0,"Nikheleshwor, Budhanilkantha, Kathmandu",0,3,1,0,13,Soil Stabilized,0.75,1112.31,25000000
0,0,N/A,0,"Gothatar, Gothatar, Kathmandu",0,2,2,0,13,Blacktopped,1,855.62,17000000
0,0,2.5,0,"Duwakot, Duwakot, Bhaktapur",0,3,0,0,13,Blacktopped,1,1026.75,15000000
10,7,N/A,1,"Near Mahendra Ratna Campous, Tahachal, Kathmandu",7,0,0,,12,Blacktopped,1,1275.75,50000000
5,3,3,1,"Pawan Prakriti School, Tikathali, Lalitpur, Tikathali, Lalitpur",0,3,1,0,13,Soil Stabilized,0.333333333,1112.31,19500000
7,7,3,0,"Kumari Club, Balkhu, Kathmandu",9,,,,10,Soil Stabilized,3,1640.25,49500000
4,0,3,0,"Bafal, Bafal, Kathmandu",4,5,,,13,Gravelled,2,2440.25,26500000
0,3,3,0,"center of suvakamana tole, Sitapaila, Kathmandu",2,5,,,13,Paved,0.416666667,2075.75,15000000
5,5,3,1,"Na, Budhanilkantha, Kathmandu",3,1,,,13,Gravelled,2,889,18000000
0,0,N/A,0,"Nagarkot, Nagarkot, Bhaktapur",0,6,0,0,0,Soil Stabilized,0.916666667,2053.5,5550000
5,3,3,1,"Swastik Tole, Imadol, Lalitpur",3,0,2,,13,Soil Stabilized,2,717.87,17500000
0,0,N/A,0,"Duwakot, Duwakot, Bhaktapur",0,3,0,0,13,Gravelled,2,1026.75,7500000
6,4,2.5,1,"Nearby CCRC College, Narephate, Kathmandu",0,6,0,0,20,Blacktopped,2,2053.5,33000000
0,0,N/A,0,"Nakkhu, Nakkhu, Lalitpur",0,3,2,2,20,Soil Stabilized,1,1240.65,26000000
0,0,2,0,"Dillibazar height, Dillibazar, Kathmandu",4,,,,13,Soil Stabilized,1,729,34000000
4,6,3,2,"Na, Golfutar, Kathmandu",7,,,,13,Paved,1,1275.75,35000000
6,4,3,4,"Chandol, Chandol, Kathmandu",6,,,,14,Soil Stabilized,2,1093.5,40000000
4,2,2,1,"Dashrath Marg, Durganagar Colony, Syuchatar, Kathmandu",0,5,2,2,0,Soil Stabilized,1,1925.15,25500000
2,1,1.5,1,"nearby Buddha party palace, Imadol, Lalitpur",0,2,3,0,13,Gravelled,1,941.18,11300000
5,2,2.5,1,"Sital height, Imadol, Lalitpur",0,3,2,0,13,Gravelled,2,1197.87,18500000
4,3,3,4,"Simaltar, Kapan, Kathmandu",3,2,,,13,Blacktopped,2,1231.25,17000000
0,0,N/A,0,"Kapan kharibot shantinagar, Budhanilkantha, Kathmandu",3,1,,,13,Blacktopped,1,889,13000000
0,0,N/A,0,"New Baneshwor, Buddhanagar, Kathmandu",0,3,1,0,0,Soil Stabilized,0.916666667,1112.31,31500000
0,0,N/A,0,"Kalanki, Kalanki, Kathmandu",0,4,2,0,13,Soil Stabilized,1,1540.12,20500000
5,5,3,1,"Na, Bhangal, Kathmandu",4,,,,13,Gravelled,2,729,23000000
5,2,N/A,1,"Jarankhu, Goldhunga, Kathmandu",0,3,2,2,13,Soil Stabilized,2,1240.65,15500000
0,0,N/A,0,"Suryabinayak, Suryabinayak, Bhaktapur",0,3,2,0,13,Soil Stabilized,1,1197.87,17500000
10,3,3,1,"Gumba, Imadol, Lalitpur",0,3,3,0,13,Blacktopped,2,1283.43,22000000
2,2,1.5,1,"Bhairab Chaur, Gokarneshwor, Kathmandu",0,3,1,0,12,Gravelled,1,1112.31,10500000
6,4,3,2,"Kalanki, Syuchatar, Kathmandu",3,3,,,13,Gravelled,1,1573.5,22400000
8,7,4,4,"Akashedhara Height, Sukedhara, Kathmandu",0,6,0,0,20,Paved,2,2053.5,42000000
2,1,1,2,"Bhojad, Bharatpur, Chitwan",6,,,,19.68504,Blacktopped,2,1093.5,7500000
0,4,3,1,"Gaurighat, Gaurighat, Kathmandu",0,6,0,0,22,Soil Stabilized,1,2053.5,40000000
4,4,3,1,"Sital Height, Imadol, Imadol, Lalitpur",0,3,0,0,13,Gravelled,0.666666667,1026.75,21000000
0,0,N/A,0,"Dahachok, Chandragiri, Kathmandu",0,2,2,2,10,Soil Stabilized,1,898.4,14000000
4,2,2,1,"Jerauna, Ratnanagar, Chitwan",6,,,,16,Gravelled,2,1093.5,7700000
0,0,3,0,"Near Veena's Residency, Tokha, Kathmandu",0,6,3,2,13,Gravelled,2,2352.96,32500000
0,2,3,0,"Kirtipur, Bhatkyapati, Machhegaun, Kirtipur",5,5,,,12,Soil Stabilized,2,2622.5,15000000
4,3,3,4,"Ramkot, Ramkot, Kathmandu",0,3,3,2,20,Soil Stabilized,2,1326.21,19000000
0,0,N/A,0,"Aadarsha Nagar, Birtamod, Birtamod",3,,,,0,Soil Stabilized,0.916666667,546.75,5000000
0,0,N/A,0,"Rai Tol, Hetauda, Makwanpur",8,,,,15,Soil Stabilized,2,1458,16000000
5,5,N/A,0,"Na, Golfutar, Kathmandu",4,5,,,14,Blacktopped,1,2440.25,33000000
4,3,3,4,"Kharibot, Thankot, Kathmandu",5,,,,20,Soil Stabilized,2,911.25,27600000
0,0,N/A,0,"Tikathali, Imadol, Lalitpur",0,2,3,0,0,Soil Stabilized,0.916666667,941.18,18200000
6,3,3,1,"Tikathali, Tikathali, Lalitpur",0,3,2,0,12,Blacktopped,2,1197.87,22500000
5,2,3,0,"Thulobharyang, Thulo Bharyang, Kathmandu",3,5,,,12,Gravelled,2,2258,22700000
0,0,2,0,"Golgutar, Golfutar, Kathmandu",0,6,0,0,13,Paved,1,2053.5,31000000
0,0,N/A,0,"Sanogaun, Sano Gaun, Lalitpur",3,,,,13,Gravelled,2,546.75,14500000
6,4,2.5,1,"Sanagau height, Imadol, Lalitpur",0,3,0,2,16,Gravelled,2,1069.53,17500000
7,5,2,0,"Bhandari garment area, Kapan, Budhanilkantha, Kathmandu",0,4,2,0,12,Soil Stabilized,1,1540.12,25000000
5,3,2.5,1,"Bishnu Devi Village Colony, Tinthana, Kathmandu",0,3,0,0,13,Blacktopped,2,1026.75,16000000
0,0,2,0,"Hadigaun, Hadigaun, Kathmandu",4,,,,13,Blacktopped,2,729,20000000
6,6,3,3,"Na, Dhapasi, Kathmandu",8,,,,20,Blacktopped,2,1458,65000000
0,0,N/A,0,"Imadol, Lalitpur, Lalitpur",0,4,0,0,0,Soil Stabilized,0.916666667,1369,24000000
0,0,N/A,0,"Itahari, Itahari, Sunsari",6,5,,,0,Soil Stabilized,0.916666667,2804.75,5500000
5,5,3,1,"Na, Kapan, Kathmandu",4,5,,,13,Blacktopped,1,2440.25,23500000
0,0,N/A,0,"Radhe Radhe, Radhe Radhe, Bhaktapur",0,3,2,0,20,Blacktopped,2,1197.87,22000000
0,0,N/A,2,"Na, Dhapasi, Kathmandu",5,,,,13,Blacktopped,1,911.25,32000000
9,4,3,4,"Dhapashi, Basundhara, Tokha - 5, Dhapasi, Kathmandu",0,5,1,0,7,Soil Stabilized,2,1796.81,20000000
4,4,2,1,"Medicity Hospital Line, Bhaisepati, Lalitpur",0,3,1,1,13,Blacktopped,1,1133.7,28500000
0,0,N/A,0,"Nayabasti, Boudha, Kathmandu",0,3,0,0,15,Soil Stabilized,0.666666667,1026.75,27000000
0,0,N/A,0,"Kharipati, Kharipati, Bhaktapur",0,3,0,0,20,Gravelled,1,1026.75,14000000
0,0,N/A,0,"Sitapaila, Sitapaila, Kathmandu",0,3,0,0,0,Soil Stabilized,0.916666667,1026.75,21000000
0,0,N/A,0,"Bhirkutichowk, Kapan, Kathmandu",0,3,0,0,0,Soil Stabilized,0.916666667,1026.75,22500000
0,0,N/A,0,"Balambu, Balambu, Kathmandu",0,3,0,0,0,Soil Stabilized,0.666666667,1026.75,10500000
4,3,2,3,"Boharatar, Balaju Heights, Balaju, Kathmandu",4,5,,,13,Soil Stabilized,0.5,2440.25,26000000
0,0,N/A,0,"Sirutar, Sirutar, Bhaktapur",0,8,0,0,13,Soil Stabilized,1,2738,28500000
3,3,3,2,"Korean Church, Imadol, Lalitpur",0,3,1,0,13,Gravelled,2,1112.31,18500000
10,6,5,4,"Gongabu, Gongabu, Kathmandu",4,2,,,10,Soil Stabilized,2,1413.5,30000000
0,0,4,0,"Hadigaun, Hadigaun, Kathmandu",3,,,,13,Soil Stabilized,2,546.75,25000000
7,5,3,8,"Chapal kharkhana, Maharajgunj, Kathmandu",15,,,,12,Blacktopped,2,2733.75,70000000
0,0,3,0,"Tokha road, Grande Villa, Kathmandu",2,5,,,16,Gravelled,1,2075.75,21000000
3,4,N/A,1,"21, Khumaltar, Lalitpur",0,3,2,1,0,Soil Stabilized,0.166666667,1219.26,40000000
0,0,4,0,"Inside laurae tole... Opposite of Hyatt Hotel..., Chabahil, Kathmandu",9,,,,0,Soil Stabilized,1,1640.25,57500000
6,3,2,2,"Taukhel, Godawari, Lalitpur",0,4,2,0,18,Soil Stabilized,0.5,1540.12,21000000
0,0,N/A,0,"Thapagaun, Thapagaun, Kathmandu",0,4,2,0,12,Blacktopped,2,1540.12,49000000
4,4,3,4,"Balaju Hight, Boharatar, Balaju, Kathmandu",10,,,,14,Blacktopped,0.5,1822.5,48500000
6,3,2,8,"Tinkune, Tinkune, Kathmandu",0,10,0,0,14,Blacktopped,1,3422.5,60000000
5,6,3,4,"Na, Chapali, Kathmandu",12,,,,14,Gravelled,2,2187,42500000
0,0,N/A,0,"Bhaktapur, Bhaktapur, Bhaktapur",0,4,5,0,13,Gravelled,2,1796.8,14000000
0,0,N/A,0,"Sukedhara, Sukedhara, Kathmandu",0,3,2,0,0,Soil Stabilized,0.916666667,1197.87,19800000
3,1,1,0,"Pawan Prakriti English Secondary School, Imadol, Lalitpur",3,,,,14,Gravelled,2,546.75,11000000
0,0,N/A,0,"Jorpati, Jorpati, Kathmandu",0,4,0,0,13,Soil Stabilized,0.666666667,1369,16500000
3,2,3,1,"Kalanki, Kalanki, Kathmandu",0,3,1,1,12,Soil Stabilized,2,1133.7,13500000
5,5,3,1,"na, Budhanilkantha, Kathmandu",6,5,,,20,Blacktopped,1,2804.75,58000000
0,0,N/A,0,"Thankot, Thankot, Kathmandu",0,3,2,0,0,Soil Stabilized,0.916666667,1197.87,25000000
6,3,3,2,"Thulodhara, Koteshwor, Kathmandu",0,4,0,0,15,Concrete,0.25,1369,30000000
3,4,N/A,1,"Congress chowk, Gaidakot, Nawalpur",4,,,,15,Blacktopped,2,729,11000000
7,0,2,0,"Gandhi Adarsha H. S. School/College, Kadaghari, Kathmandu",0,2,2,0,13,Gravelled,2,855.62,13200000
5,5,3,2,"pasikot/Budhanilkantha, Budhanilkantha, Kathmandu",5,,,,0,Soil Stabilized,2,911.25,37500000
0,0,N/A,1,"Na, Maitidevi, Kathmandu",3,,,,13,Gravelled,1,546.75,27555555
5,4,3,1,"Imadol, Imadol, Lalitpur",3,,,,10,Gravelled,1,546.75,18500000
4,5,3,1,"Na, Budhanilkantha, Kathmandu",8,,,,20,Paved,2,1458,57500000
0,0,N/A,0,"Suryabinayak, Suryabinayak, Bhaktapur",0,3,1,0,13,Gravelled,1,1112.31,13000000
5,4,3,3,"Thulo Bharyang, Thulo Bharyang, Kathmandu",0,3,2,0,13,Paved,0.083333333,1197.87,32500000
0,0,N/A,0,"Bharatpur lanku -trichok, Bharatpur, Chitwan",6,,,,19.68504,Gravelled,2,1093.5,5000000
5,5,3,1,"Na, Budhanilkantha, Kathmandu",3,0,2,,14,Gravelled,2,717.87,22500000
6,5,3,1,"??????? ???????????? ??? ????? ?, ????? ?????, ??????,, Jawalakhel, Lalitpur",0,3,0,2,14,Blacktopped,1,1069.53,39800000
0,0,N/A,0,"Pepsicola, Pepsicola, Kathmandu",0,3,2,0,13,Soil Stabilized,1,1197.87,19200000
0,0,3,0,"Greenland Chowk, Tokha, Kathmandu",4,1,,,15,Blacktopped,2,1071.25,26000000
0,0,N/A,0,"Lamatra, Lamatar, Lalitpur",8,,,,14,Gravelled,2,1458,25000000
4,3,3,1,"Dhapakhel height, Dhapakhel, Lalitpur",0,4,3,0,13,Soil Stabilized,2,1625.68,25000000
5,5,3,4,"na, Budhanilkantha, Kathmandu",15,,,,14,Blacktopped,2,2733.75,65000000
5,4,4,1,"Manakamana colony, Thankot, Kathmandu",5,,,,12,Blacktopped,2,911.25,33000000
0,0,N/A,0,"Kalanki-14, Kalanki, Kathmandu",0,4,1,2,0,Soil Stabilized,0.916666667,1497.34,25500000
2,2,1,1,"Na, Budhanilkantha, Kathmandu",5,,,,12,Gravelled,2,911.25,15000000
4,5,3,2,"Na, Golfutar, Kathmandu",5,5,,,13,Gravelled,1,2622.5,40000000
4,3,3,1,"Sital Height, Imadol, Imadol, Lalitpur",0,3,0,0,13,Soil Stabilized,0.666666667,1026.75,21500000
0,0,N/A,0,"naya basti, Tarkeshwor, Kathmandu",0,3,1,0,13,Soil Stabilized,1,1112.31,18300000
0,0,1,0,"Manamaiju, Manamaiju, Kathmandu",0,3,2,0,10,Paved,0.916666667,1197.87,16500000
0,0,N/A,0,"Gongabu, Gongabu, Kathmandu",0,5,0,0,0,Soil Stabilized,1,1711.25,27500000
3,5,N/A,2,"Budhanilkantha, Budhanilkantha, Kathmandu",0,5,0,2,13,Soil Stabilized,0.75,1754.03,34000000
3,4,2,1,"new colony, ganesh chowk, Hattigauda, Kathmandu",3,5,,,14,Soil Stabilized,1,2258,27000000
